name;sku;gtin;product_number;descriptionDK;product_name;color_code;color;pantone;hex;size_code;size;price\/amount;price\/currency;stock;weight;tariff_number;country_of_origin;main_category;sub_categories;images\/packshots;iamges\/modelShots;washingInstructions
ST102 Heavy Luxe;'0001021894o;5714485008776;ST102;&nbspQuality: 100% combed and enyzme washed cottonAnthracite: 60% cotton / 40% polyesterAsh: 99% cotton / 1 % viscoseOxford Grey: 85% cotton / 15% viscoseWeight: 190 g/m²Single jerseyBox: 50 pcs., pack: 10 pcs.The product is label free and contains only a small size label in the left side of the neck.Our Heavy Luxe model is an exclusive, high-quality product. A classic round-neck T-shirt, with heavy lycra rib. It has a neck band, double stitching and stitches on the sides.;Heavy Luxe;18;Red;PMS 187 C;#a6192e;94;6XL;34,75;DKK;15;0,33;61091000;Bangladesh;T-Shirts;T-Shirts crew neck, ;http://download.stormtextil.dk/WebShop/PackShots/000102_Red_18_back.JPG, http://download.stormtextil.dk/WebShop/PackShots/000102_Red_18_front.jpg, http://download.stormtextil.dk/WebShop/PackShots/000102_Red_18_side.JPG, ;http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_01.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_02.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_04.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_04c.jpg, ;
ST102 Heavy Luxe;'0001022841o;5714485008790;ST102;&nbspQuality: 100% combed and enyzme washed cottonAnthracite: 60% cotton / 40% polyesterAsh: 99% cotton / 1 % viscoseOxford Grey: 85% cotton / 15% viscoseWeight: 190 g/m²Single jerseyBox: 50 pcs., pack: 10 pcs.The product is label free and contains only a small size label in the left side of the neck.Our Heavy Luxe model is an exclusive, high-quality product. A classic round-neck T-shirt, with heavy lycra rib. It has a neck band, double stitching and stitches on the sides.;Heavy Luxe;28;Anthracite;PMS 426 C;#242424;41;XXS;28,75;DKK;97;0,15;61091000;Bangladesh;T-Shirts;T-Shirts crew neck, ;http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_back.JPG, http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_front.JPG, http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_side.JPG, ;http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_01.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_02.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_04.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_04c.jpg, ;
ST102 Heavy Luxe;'000102285o;5714485008837;ST102;&nbspQuality: 100% combed and enyzme washed cottonAnthracite: 60% cotton / 40% polyesterAsh: 99% cotton / 1 % viscoseOxford Grey: 85% cotton / 15% viscoseWeight: 190 g/m²Single jerseyBox: 50 pcs., pack: 10 pcs.The product is label free and contains only a small size label in the left side of the neck.Our Heavy Luxe model is an exclusive, high-quality product. A classic round-neck T-shirt, with heavy lycra rib. It has a neck band, double stitching and stitches on the sides.;Heavy Luxe;28;Anthracite;PMS 426 C;#242424;5;S;28,75;DKK;122;0,16;61091000;Bangladesh;T-Shirts;T-Shirts crew neck, ;http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_back.JPG, http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_front.JPG, http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_side.JPG, ;http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_01.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_02.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_04.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_04c.jpg, ;
ST102 Heavy Luxe;'000102286o;5714485008851;ST102;&nbspQuality: 100% combed and enyzme washed cottonAnthracite: 60% cotton / 40% polyesterAsh: 99% cotton / 1 % viscoseOxford Grey: 85% cotton / 15% viscoseWeight: 190 g/m²Single jerseyBox: 50 pcs., pack: 10 pcs.The product is label free and contains only a small size label in the left side of the neck.Our Heavy Luxe model is an exclusive, high-quality product. A classic round-neck T-shirt, with heavy lycra rib. It has a neck band, double stitching and stitches on the sides.;Heavy Luxe;28;Anthracite;PMS 426 C;#242424;6;M;28,75;DKK;250;0,18;61091000;Bangladesh;T-Shirts;T-Shirts crew neck, ;http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_back.JPG, http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_front.JPG, http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_side.JPG, ;http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_01.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_02.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_04.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_04c.jpg, ;
ST102 Heavy Luxe;'000102287o;5714485008875;ST102;&nbspQuality: 100% combed and enyzme washed cottonAnthracite: 60% cotton / 40% polyesterAsh: 99% cotton / 1 % viscoseOxford Grey: 85% cotton / 15% viscoseWeight: 190 g/m²Single jerseyBox: 50 pcs., pack: 10 pcs.The product is label free and contains only a small size label in the left side of the neck.Our Heavy Luxe model is an exclusive, high-quality product. A classic round-neck T-shirt, with heavy lycra rib. It has a neck band, double stitching and stitches on the sides.;Heavy Luxe;28;Anthracite;PMS 426 C;#242424;7;L;28,75;DKK;212;0,2;61091000;Bangladesh;T-Shirts;T-Shirts crew neck, ;http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_back.JPG, http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_front.JPG, http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_side.JPG, ;http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_01.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_02.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_04.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_04c.jpg, ;
ST102 Heavy Luxe;'0001022890o;5714485008912;ST102;&nbspQuality: 100% combed and enyzme washed cottonAnthracite: 60% cotton / 40% polyesterAsh: 99% cotton / 1 % viscoseOxford Grey: 85% cotton / 15% viscoseWeight: 190 g/m²Single jerseyBox: 50 pcs., pack: 10 pcs.The product is label free and contains only a small size label in the left side of the neck.Our Heavy Luxe model is an exclusive, high-quality product. A classic round-neck T-shirt, with heavy lycra rib. It has a neck band, double stitching and stitches on the sides.;Heavy Luxe;28;Anthracite;PMS 426 C;#242424;90;2XL;28,75;DKK;291;0,27;61091000;Bangladesh;T-Shirts;T-Shirts crew neck, ;http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_back.JPG, http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_front.JPG, http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_side.JPG, ;http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_01.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_02.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_04.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_04c.jpg, ;
ST102 Heavy Luxe;'0001022891o;5714485008936;ST102;&nbspQuality: 100% combed and enyzme washed cottonAnthracite: 60% cotton / 40% polyesterAsh: 99% cotton / 1 % viscoseOxford Grey: 85% cotton / 15% viscoseWeight: 190 g/m²Single jerseyBox: 50 pcs., pack: 10 pcs.The product is label free and contains only a small size label in the left side of the neck.Our Heavy Luxe model is an exclusive, high-quality product. A classic round-neck T-shirt, with heavy lycra rib. It has a neck band, double stitching and stitches on the sides.;Heavy Luxe;28;Anthracite;PMS 426 C;#242424;91;3XL;31,75;DKK;197;0,29;61091000;Bangladesh;T-Shirts;T-Shirts crew neck, ;http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_back.JPG, http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_front.JPG, http://download.stormtextil.dk/WebShop/PackShots/000102_Anthracite_28_side.JPG, ;http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_01.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_02.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_04.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000102_Heavy_Luxe_04c.jpg, ;
ST303 Uni Style;'000303033o;5714485037790;ST303;&nbspQuality: 100% combed and enzyme washed cottonWeight: 200 g/m²InterlockBox: 50 pcs., pack: 10 pcs.The product is label free and contains only a small size label in the left side of the neck.Uni Style is a tight fitted T-shirt with double stitches and stitches on the side. It has a round neck and a narrow neck band.;Uni Style;03;Black;Black;#000000;3;8-10 Years;22,25;DKK;169;0,11;61091000;Bangladesh;T-Shirts;T-Shirts crew neck, ;http://download.stormtextil.dk/WebShop/PackShots/000303_Black_03_back.JPG, http://download.stormtextil.dk/WebShop/PackShots/000303_Black_03_front.jpg, http://download.stormtextil.dk/WebShop/PackShots/000303_Black_03_side.JPG, ;http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_01.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_02.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_03.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_03c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_05.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_05c.jpg, ;
ST303 Uni Style;'0003030340o;5714485037813;ST303;&nbspQuality: 100% combed and enzyme washed cottonWeight: 200 g/m²InterlockBox: 50 pcs., pack: 10 pcs.The product is label free and contains only a small size label in the left side of the neck.Uni Style is a tight fitted T-shirt with double stitches and stitches on the side. It has a round neck and a narrow neck band.;Uni Style;03;Black;Black;#000000;40;12-14 Years;22,25;DKK;174;0,13;61091000;Bangladesh;T-Shirts;T-Shirts crew neck, ;http://download.stormtextil.dk/WebShop/PackShots/000303_Black_03_back.JPG, http://download.stormtextil.dk/WebShop/PackShots/000303_Black_03_front.jpg, http://download.stormtextil.dk/WebShop/PackShots/000303_Black_03_side.JPG, ;http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_01.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_02.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_03.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_03c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_05.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_05c.jpg, ;
ST303 Uni Style;'0003030512o;5714485105598;ST303;&nbspQuality: 100% combed and enzyme washed cottonWeight: 200 g/m²InterlockBox: 50 pcs., pack: 10 pcs.The product is label free and contains only a small size label in the left side of the neck.Uni Style is a tight fitted T-shirt with double stitches and stitches on the side. It has a round neck and a narrow neck band.;Uni Style;05;Blue Navy;PMS 533 C;#1f2a44;12;2 Years;22,25;DKK;0;0,08;61091000;Bangladesh;T-Shirts;T-Shirts crew neck, ;http://download.stormtextil.dk/WebShop/PackShots/000303_BlueNavy_05_back.jpg, http://download.stormtextil.dk/WebShop/PackShots/000303_BlueNavy_05_front.jpg, http://download.stormtextil.dk/WebShop/PackShots/000303_BlueNavy_05_side.jpg, ;http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_01.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_02.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_03.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_03c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_05.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000303_Uni_Style_05c.jpg, ;
