name;sku;gtin;product_number;descriptionDK;product_name;color_code;color;pantone;hex;size_code;size;price\/amount;price\/currency;stock;weight;tariff_number;country_of_origin;main_category;sub_categories;images\/packshots;iamges\/modelShots;washingInstructions
ST404 Mens Tee LS;'000404038o;5714485053073;ST404;&nbspQuality:&nbsp100% combed and enyzme washed cottonOxford Grey 85% cotton 15% viscoseWeight: 165 g/m²Single jerseyBox: 50 pcs., pack: 10 pcs.The product is LABELFREE and contains only a small size label in the left side of the neck.;Mens Tee LS;03;Black;Black;#000000;8;XL;30,9;DKK;0;0,23;61091000;Bangladesh;T-Shirts;T-shirts long sleeves, New Arrivals, ;http://download.stormtextil.dk/WebShop/PackShots/000404_Black_03_back.JPG, http://download.stormtextil.dk/WebShop/PackShots/000404_Black_03_front.jpg, http://download.stormtextil.dk/WebShop/PackShots/000404_Black_03_side.JPG, ;http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_03c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_04c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_05c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_06c.JPG, ;
ST404 Mens Tee LS;'0004040390o;5714485053097;ST404;&nbspQuality:&nbsp100% combed and enyzme washed cottonOxford Grey 85% cotton 15% viscoseWeight: 165 g/m²Single jerseyBox: 50 pcs., pack: 10 pcs.The product is LABELFREE and contains only a small size label in the left side of the neck.;Mens Tee LS;03;Black;Black;#000000;90;2XL;30,9;DKK;39;0,25;61091000;Bangladesh;T-Shirts;T-shirts long sleeves, New Arrivals, ;http://download.stormtextil.dk/WebShop/PackShots/000404_Black_03_back.JPG, http://download.stormtextil.dk/WebShop/PackShots/000404_Black_03_front.jpg, http://download.stormtextil.dk/WebShop/PackShots/000404_Black_03_side.JPG, ;http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_03c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_04c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_05c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_06c.JPG, ;
ST404 Mens Tee LS;'0004040391o;5714485053110;ST404;&nbspQuality:&nbsp100% combed and enyzme washed cottonOxford Grey 85% cotton 15% viscoseWeight: 165 g/m²Single jerseyBox: 50 pcs., pack: 10 pcs.The product is LABELFREE and contains only a small size label in the left side of the neck.;Mens Tee LS;03;Black;Black;#000000;91;3XL;33,9;DKK;157;0,27;61091000;Bangladesh;T-Shirts;T-shirts long sleeves, New Arrivals, ;http://download.stormtextil.dk/WebShop/PackShots/000404_Black_03_back.JPG, http://download.stormtextil.dk/WebShop/PackShots/000404_Black_03_front.jpg, http://download.stormtextil.dk/WebShop/PackShots/000404_Black_03_side.JPG, ;http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_03c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_04c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_05c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000404_Mens_Tee_LS_06c.JPG, ;
ST718 Hooded Sweat;'0007182942;5714485071916;ST718;&nbspQuality: 65% combed cotton / 35% polyesterOxford Grey: 74% combed cotton / 11% polyester / 15% viscoseWeight: 350 g / m²Isoli with brushed insideBox: 20 pcs., Package: 5 pcs.ST718 Hooded Sweat is our bestselling sweatshirt, it is a classic in good quality. We offer it in many colors and sizes therefore you will experience that it fits most people.If you want to give the sweatshirt your unique look, we can recommend both print and embroidery, it is suitable for both. You can read more about the various processing options under the menu Brand Yourself.ST718 Hooded Sweat with kangaroo pocket is in a heavy isoli with a brush inside, to make the sweatshirt extra soft.Sleeves and bottom are finished with a wide 2x2 rib with elastane.The hood is in a double layer of fabric, the drawstring holes are in metal and the drawstring is finished with a metal end which is open at the bottom.Cord in a different colorYou can choose to replace the drawstring with a different color or type of string. You can choose from 3 different types of drawstrings ST116 Sweatstring, ST123 Sweatstring&nbspRound or ST122 Sweatstring&nbspstriped.Drawstrings in child sizesAccording to the standard DS EN 14682, there must be no tie straps and cords in children's clothing in the head and neck area. That's why we have taken the strings out of ST718 Hooded sweat in children's sizes. In a period, there will still be metal eyelets in the hood, but all new arrivals will be without eyelets and drawstrings in children sizes.&nbsp&nbspChildsizes has a pushbutton to make the product go easier over the head.&nbspThe sweatshirt has only a small size label on the left side of the neck. In the left side seam is a small label with the product name and washing instructions. We call it BRAND YOURSELF, ALL PRODUCTS WITHOUT LABEL.;Hooded Sweat;29;Lavender;PMS 665 C;#C6BCD0;42;XS;103,3;DKK;67;0,6;61102010;Bangladesh;Sweatshirts;Hooded sweat, New Arrivals, Outlet, ;http://download.stormtextil.dk/WebShop/PackShots/000718_Lavender_29_back.JPG, http://download.stormtextil.dk/WebShop/PackShots/000718_Lavender_29_front.JPG, http://download.stormtextil.dk/WebShop/PackShots/000718_Lavender_29_side.JPG, http://download.stormtextil.dk/WebShop/PackShots/000718_Lavnder_29_side.JPG, ;http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_02c.JPG, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_03c.JPG, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_04.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_04c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_05.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_05c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_06.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_06c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_07.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_08.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_09.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_10.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_11.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_12.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_13.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_14.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_15.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_16.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_17.jpg, ;
ST718 Hooded Sweat;'000718296;5714485071930;ST718;&nbspQuality: 65% combed cotton / 35% polyesterOxford Grey: 74% combed cotton / 11% polyester / 15% viscoseWeight: 350 g / m²Isoli with brushed insideBox: 20 pcs., Package: 5 pcs.ST718 Hooded Sweat is our bestselling sweatshirt, it is a classic in good quality. We offer it in many colors and sizes therefore you will experience that it fits most people.If you want to give the sweatshirt your unique look, we can recommend both print and embroidery, it is suitable for both. You can read more about the various processing options under the menu Brand Yourself.ST718 Hooded Sweat with kangaroo pocket is in a heavy isoli with a brush inside, to make the sweatshirt extra soft.Sleeves and bottom are finished with a wide 2x2 rib with elastane.The hood is in a double layer of fabric, the drawstring holes are in metal and the drawstring is finished with a metal end which is open at the bottom.Cord in a different colorYou can choose to replace the drawstring with a different color or type of string. You can choose from 3 different types of drawstrings ST116 Sweatstring, ST123 Sweatstring&nbspRound or ST122 Sweatstring&nbspstriped.Drawstrings in child sizesAccording to the standard DS EN 14682, there must be no tie straps and cords in children's clothing in the head and neck area. That's why we have taken the strings out of ST718 Hooded sweat in children's sizes. In a period, there will still be metal eyelets in the hood, but all new arrivals will be without eyelets and drawstrings in children sizes.&nbsp&nbspChildsizes has a pushbutton to make the product go easier over the head.&nbspThe sweatshirt has only a small size label on the left side of the neck. In the left side seam is a small label with the product name and washing instructions. We call it BRAND YOURSELF, ALL PRODUCTS WITHOUT LABEL.;Hooded Sweat;29;Lavender;PMS 665 C;#C6BCD0;6;M;103,3;DKK;238;0,66;61102010;Bangladesh;Sweatshirts;Hooded sweat, New Arrivals, Outlet, ;http://download.stormtextil.dk/WebShop/PackShots/000718_Lavender_29_back.JPG, http://download.stormtextil.dk/WebShop/PackShots/000718_Lavender_29_front.JPG, http://download.stormtextil.dk/WebShop/PackShots/000718_Lavender_29_side.JPG, http://download.stormtextil.dk/WebShop/PackShots/000718_Lavnder_29_side.JPG, ;http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_02c.JPG, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_03c.JPG, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_04.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_04c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_05.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_05c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_06.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_06c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_07.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_08.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_09.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_10.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_11.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_12.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_13.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_14.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_15.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_16.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000718_Hooded_Sweat_17.jpg, ;
ST710 Cotton Hooded Sweat;'000710346o;5714485106106;ST710;Quality: 100% organic combed cotton (GOTS certified)Oxford grey: 85% organic cotton / 15% viscose (OCS-blend certified)&nbspWeight: 290 g/m²Brushed isoliBox: 25 pcs.ST710 Cotton Hooded Sweat is 1 of 3 sweatshirts we can offer you in organic cotton.Here you see the sweatshirt with hood and kangaroo pocket. We also offer one with a crewneck, ST700 Cotton Sweat and a hoodie, zipper and kangaroo pocket, ST730 Cotton Hooded Zip,&nbspall in organic cotton.The hood is lined with single jersey. The casing is stitched with flatlock stitch and the cord is 1.5 cm wide with a closed metal aglet at the end. The hole for the drawstrings is round and is sewed with a strong thread and tight stitches as a real eyelet.On the front, the sweatshirt has a kangaroo pocket there is placed on top of the rib, it makes the pocket slightly&nbsplarger and it gives the shirt a nice detail that you won´t see in our other sweatshirts.&nbspThe pocket and pocket opening are sewed with flatlock. There are bartacks at the top and bottom of the pocket opening to make the pocket stronger.You also see flatlock stitching at the armhole, neckline, sleeve, and bottom rib.The rib is made of 2x2 ribs cotton/elastane, we have added elastane to the rib to give it more elasticity and longer durability after washing.To make the sweatshirt soft and warm we have lightly brushed the inside of the fabric.ST710 Cotton Hooded Sweat is label free and has only a small size label on the left side of the neck. The product is designed and manufactured to be washed many times without any significant change in shape or color.Why 100% Cotton?1. No sublimation issues.2. No polyester against your skin.3. The finishing process makes shrinkages and colorfastness close to what we see in cotton/polyester mix.Therefore, this sweatshirt is suitable for printing, DTG, and embroidery. The possibilities are many and we are here to help you to make the best decision for you and your business.;Cotton Hooded Sweat;34;Oxford Grey;PMS Cool Grey 7 C;#97999b;6;M;108,05;DKK;80;0,57;61102010;Bangladesh;Organic Hoodies;Sweatshirts, Hooded sweat, ;http://download.stormtextil.dk/WebShop/PackShots/000710_OxfordGrey_34_back.jpg, http://download.stormtextil.dk/WebShop/PackShots/000710_OxfordGrey_34_front.jpg, http://download.stormtextil.dk/WebShop/PackShots/000710_OxfordGrey_34_side.jpg, ;http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_03.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_03c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_04c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_05c.jpg, ;
ST710 Cotton Hooded Sweat;'000710347o;5714485106113;ST710;Quality: 100% organic combed cotton (GOTS certified)Oxford grey: 85% organic cotton / 15% viscose (OCS-blend certified)&nbspWeight: 290 g/m²Brushed isoliBox: 25 pcs.ST710 Cotton Hooded Sweat is 1 of 3 sweatshirts we can offer you in organic cotton.Here you see the sweatshirt with hood and kangaroo pocket. We also offer one with a crewneck, ST700 Cotton Sweat and a hoodie, zipper and kangaroo pocket, ST730 Cotton Hooded Zip,&nbspall in organic cotton.The hood is lined with single jersey. The casing is stitched with flatlock stitch and the cord is 1.5 cm wide with a closed metal aglet at the end. The hole for the drawstrings is round and is sewed with a strong thread and tight stitches as a real eyelet.On the front, the sweatshirt has a kangaroo pocket there is placed on top of the rib, it makes the pocket slightly&nbsplarger and it gives the shirt a nice detail that you won´t see in our other sweatshirts.&nbspThe pocket and pocket opening are sewed with flatlock. There are bartacks at the top and bottom of the pocket opening to make the pocket stronger.You also see flatlock stitching at the armhole, neckline, sleeve, and bottom rib.The rib is made of 2x2 ribs cotton/elastane, we have added elastane to the rib to give it more elasticity and longer durability after washing.To make the sweatshirt soft and warm we have lightly brushed the inside of the fabric.ST710 Cotton Hooded Sweat is label free and has only a small size label on the left side of the neck. The product is designed and manufactured to be washed many times without any significant change in shape or color.Why 100% Cotton?1. No sublimation issues.2. No polyester against your skin.3. The finishing process makes shrinkages and colorfastness close to what we see in cotton/polyester mix.Therefore, this sweatshirt is suitable for printing, DTG, and embroidery. The possibilities are many and we are here to help you to make the best decision for you and your business.;Cotton Hooded Sweat;34;Oxford Grey;PMS Cool Grey 7 C;#97999b;7;L;108,05;DKK;120;0,62;61102010;Bangladesh;Organic Hoodies;Sweatshirts, Hooded sweat, ;http://download.stormtextil.dk/WebShop/PackShots/000710_OxfordGrey_34_back.jpg, http://download.stormtextil.dk/WebShop/PackShots/000710_OxfordGrey_34_front.jpg, http://download.stormtextil.dk/WebShop/PackShots/000710_OxfordGrey_34_side.jpg, ;http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_03.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_03c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_04c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_05c.jpg, ;
ST710 Cotton Hooded Sweat;'0007105590o;5714485106205;ST710;Quality: 100% organic combed cotton (GOTS certified)Oxford grey: 85% organic cotton / 15% viscose (OCS-blend certified)&nbspWeight: 290 g/m²Brushed isoliBox: 25 pcs.ST710 Cotton Hooded Sweat is 1 of 3 sweatshirts we can offer you in organic cotton.Here you see the sweatshirt with hood and kangaroo pocket. We also offer one with a crewneck, ST700 Cotton Sweat and a hoodie, zipper and kangaroo pocket, ST730 Cotton Hooded Zip,&nbspall in organic cotton.The hood is lined with single jersey. The casing is stitched with flatlock stitch and the cord is 1.5 cm wide with a closed metal aglet at the end. The hole for the drawstrings is round and is sewed with a strong thread and tight stitches as a real eyelet.On the front, the sweatshirt has a kangaroo pocket there is placed on top of the rib, it makes the pocket slightly&nbsplarger and it gives the shirt a nice detail that you won´t see in our other sweatshirts.&nbspThe pocket and pocket opening are sewed with flatlock. There are bartacks at the top and bottom of the pocket opening to make the pocket stronger.You also see flatlock stitching at the armhole, neckline, sleeve, and bottom rib.The rib is made of 2x2 ribs cotton/elastane, we have added elastane to the rib to give it more elasticity and longer durability after washing.To make the sweatshirt soft and warm we have lightly brushed the inside of the fabric.ST710 Cotton Hooded Sweat is label free and has only a small size label on the left side of the neck. The product is designed and manufactured to be washed many times without any significant change in shape or color.Why 100% Cotton?1. No sublimation issues.2. No polyester against your skin.3. The finishing process makes shrinkages and colorfastness close to what we see in cotton/polyester mix.Therefore, this sweatshirt is suitable for printing, DTG, and embroidery. The possibilities are many and we are here to help you to make the best decision for you and your business.;Cotton Hooded Sweat;55;Swedish Blue;PMS 300 C;#0063be;90;2XL;108,05;DKK;94;0,66;61102010;Bangladesh;Organic Hoodies;Sweatshirts, Hooded sweat, ;http://download.stormtextil.dk/WebShop/PackShots/000710_SwedishBlue_55_back.jpg, http://download.stormtextil.dk/WebShop/PackShots/000710_SwedishBlue_55_front.jpg, http://download.stormtextil.dk/WebShop/PackShots/000710_SwedishBlue_55_side.jpg, ;http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_03.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_03c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_04c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_05c.jpg, ;
ST710 Cotton Hooded Sweat;'0007106742o;5714485106298;ST710;Quality: 100% organic combed cotton (GOTS certified)Oxford grey: 85% organic cotton / 15% viscose (OCS-blend certified)&nbspWeight: 290 g/m²Brushed isoliBox: 25 pcs.ST710 Cotton Hooded Sweat is 1 of 3 sweatshirts we can offer you in organic cotton.Here you see the sweatshirt with hood and kangaroo pocket. We also offer one with a crewneck, ST700 Cotton Sweat and a hoodie, zipper and kangaroo pocket, ST730 Cotton Hooded Zip,&nbspall in organic cotton.The hood is lined with single jersey. The casing is stitched with flatlock stitch and the cord is 1.5 cm wide with a closed metal aglet at the end. The hole for the drawstrings is round and is sewed with a strong thread and tight stitches as a real eyelet.On the front, the sweatshirt has a kangaroo pocket there is placed on top of the rib, it makes the pocket slightly&nbsplarger and it gives the shirt a nice detail that you won´t see in our other sweatshirts.&nbspThe pocket and pocket opening are sewed with flatlock. There are bartacks at the top and bottom of the pocket opening to make the pocket stronger.You also see flatlock stitching at the armhole, neckline, sleeve, and bottom rib.The rib is made of 2x2 ribs cotton/elastane, we have added elastane to the rib to give it more elasticity and longer durability after washing.To make the sweatshirt soft and warm we have lightly brushed the inside of the fabric.ST710 Cotton Hooded Sweat is label free and has only a small size label on the left side of the neck. The product is designed and manufactured to be washed many times without any significant change in shape or color.Why 100% Cotton?1. No sublimation issues.2. No polyester against your skin.3. The finishing process makes shrinkages and colorfastness close to what we see in cotton/polyester mix.Therefore, this sweatshirt is suitable for printing, DTG, and embroidery. The possibilities are many and we are here to help you to make the best decision for you and your business.;Cotton Hooded Sweat;67;Burgundy;PMS 222 C;#6c1d45;42;XS;108,05;DKK;29;0,5;61102010;Bangladesh;Organic Hoodies;Sweatshirts, Hooded sweat, ;http://download.stormtextil.dk/WebShop/PackShots/000710_Burgundy_67_back.jpg, http://download.stormtextil.dk/WebShop/PackShots/000710_Burgundy_67_front.jpg, http://download.stormtextil.dk/WebShop/PackShots/000710_Burgundy_67_side.jpg, ;http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_03.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_03c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_04c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_05c.jpg, ;
ST710 Cotton Hooded Sweat;'000710677o;5714485106328;ST710;Quality: 100% organic combed cotton (GOTS certified)Oxford grey: 85% organic cotton / 15% viscose (OCS-blend certified)&nbspWeight: 290 g/m²Brushed isoliBox: 25 pcs.ST710 Cotton Hooded Sweat is 1 of 3 sweatshirts we can offer you in organic cotton.Here you see the sweatshirt with hood and kangaroo pocket. We also offer one with a crewneck, ST700 Cotton Sweat and a hoodie, zipper and kangaroo pocket, ST730 Cotton Hooded Zip,&nbspall in organic cotton.The hood is lined with single jersey. The casing is stitched with flatlock stitch and the cord is 1.5 cm wide with a closed metal aglet at the end. The hole for the drawstrings is round and is sewed with a strong thread and tight stitches as a real eyelet.On the front, the sweatshirt has a kangaroo pocket there is placed on top of the rib, it makes the pocket slightly&nbsplarger and it gives the shirt a nice detail that you won´t see in our other sweatshirts.&nbspThe pocket and pocket opening are sewed with flatlock. There are bartacks at the top and bottom of the pocket opening to make the pocket stronger.You also see flatlock stitching at the armhole, neckline, sleeve, and bottom rib.The rib is made of 2x2 ribs cotton/elastane, we have added elastane to the rib to give it more elasticity and longer durability after washing.To make the sweatshirt soft and warm we have lightly brushed the inside of the fabric.ST710 Cotton Hooded Sweat is label free and has only a small size label on the left side of the neck. The product is designed and manufactured to be washed many times without any significant change in shape or color.Why 100% Cotton?1. No sublimation issues.2. No polyester against your skin.3. The finishing process makes shrinkages and colorfastness close to what we see in cotton/polyester mix.Therefore, this sweatshirt is suitable for printing, DTG, and embroidery. The possibilities are many and we are here to help you to make the best decision for you and your business.;Cotton Hooded Sweat;67;Burgundy;PMS 222 C;#6c1d45;7;L;108,05;DKK;158;0,62;61102010;Bangladesh;Organic Hoodies;Sweatshirts, Hooded sweat, ;http://download.stormtextil.dk/WebShop/PackShots/000710_Burgundy_67_back.jpg, http://download.stormtextil.dk/WebShop/PackShots/000710_Burgundy_67_front.jpg, http://download.stormtextil.dk/WebShop/PackShots/000710_Burgundy_67_side.jpg, ;http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_03.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_03c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_04c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_05c.jpg, ;
ST710 Cotton Hooded Sweat;'000710937o;5714485106250;ST710;Quality: 100% organic combed cotton (GOTS certified)Oxford grey: 85% organic cotton / 15% viscose (OCS-blend certified)&nbspWeight: 290 g/m²Brushed isoliBox: 25 pcs.ST710 Cotton Hooded Sweat is 1 of 3 sweatshirts we can offer you in organic cotton.Here you see the sweatshirt with hood and kangaroo pocket. We also offer one with a crewneck, ST700 Cotton Sweat and a hoodie, zipper and kangaroo pocket, ST730 Cotton Hooded Zip,&nbspall in organic cotton.The hood is lined with single jersey. The casing is stitched with flatlock stitch and the cord is 1.5 cm wide with a closed metal aglet at the end. The hole for the drawstrings is round and is sewed with a strong thread and tight stitches as a real eyelet.On the front, the sweatshirt has a kangaroo pocket there is placed on top of the rib, it makes the pocket slightly&nbsplarger and it gives the shirt a nice detail that you won´t see in our other sweatshirts.&nbspThe pocket and pocket opening are sewed with flatlock. There are bartacks at the top and bottom of the pocket opening to make the pocket stronger.You also see flatlock stitching at the armhole, neckline, sleeve, and bottom rib.The rib is made of 2x2 ribs cotton/elastane, we have added elastane to the rib to give it more elasticity and longer durability after washing.To make the sweatshirt soft and warm we have lightly brushed the inside of the fabric.ST710 Cotton Hooded Sweat is label free and has only a small size label on the left side of the neck. The product is designed and manufactured to be washed many times without any significant change in shape or color.Why 100% Cotton?1. No sublimation issues.2. No polyester against your skin.3. The finishing process makes shrinkages and colorfastness close to what we see in cotton/polyester mix.Therefore, this sweatshirt is suitable for printing, DTG, and embroidery. The possibilities are many and we are here to help you to make the best decision for you and your business.;Cotton Hooded Sweat;93;New Army;PMS 7763 C;#5A5A39;7;L;108,05;DKK;38;0,62;61102010;Bangladesh;Organic Hoodies;Sweatshirts, Hooded sweat, ;http://download.stormtextil.dk/WebShop/PackShots/000710_NewArmy_93_back.jpg, http://download.stormtextil.dk/WebShop/PackShots/000710_NewArmy_93_front.jpg, http://download.stormtextil.dk/WebShop/PackShots/000710_NewArmy_93_side.jpg, ;http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_01c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_02c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_03.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_03c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_04c.jpg, http://download.stormtextil.dk/WebShop/ModelShots/000710_CottonHooded_05c.jpg, ;
